timestamp,node_id,node_name,node_type,region,software_version,availability_percent,uptime_minutes,mtbf_hours,mttr_hours,interface_flaps,bgp_flaps,download_bandwidth_mbps,upload_bandwidth_mbps,throughput_utilization_percent,interface_utilization_percent,data_transferred_gb,goodput_mbps,latency_ms,one_way_latency_ms,jitter_ms,dns_resolution_time_ms,tcp_handshake_time_ms,time_to_first_byte_ms,packet_loss_percent,error_rate_percent,crc_errors_per_million,interface_errors,collisions_percent,discarded_packets_per_million,retransmission_percent,mean_opinion_score,signal_to_noise_ratio,cpu_utilization_percent,memory_utilization_percent,queue_depth,power_consumption_watts,temperature_celsius,connection_count,active_sessions,connection_drop_percent,connection_establishment_time_ms,transactions_per_second,avg_transaction_time_ms,web_traffic_percent,media_traffic_percent,other_traffic_percent,mtu_efficiency_percent,rssi_dbm,channel_utilization_percent,co_channel_interference_db,roaming_time_ms,client_count,maintenance_window,major_incident,software_update,power_outage,weather_event,failure_event
2025-01-29 10:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9524,60,3928,2.0,0,0,96.75,27.06,66.67,42.73,34.731,92.4,30.84,13.8,5.48,40.77,67.21,101.59,0.515,0.251,2.9,0,0,1.29,0.44,4.25,15.14,57.44,52.35,474,888.2,42.6,412,136,0.451,119.02,15.6,121.66,38.6,59.4,2.0,58.3,-70.9,64.7,22.81,113.1,63,0,0,0,0,0,0
2025-01-29 11:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9708,60,3928,2.0,0,0,90.95,26.69,66.67,52.51,37.723,87.08,34.91,16.48,5.22,32.4,74.41,123.16,0.265,0.103,1.3,10,0,1.51,0.35,4.15,21.39,62.89,48.62,397,907.0,41.9,426,135,0.378,133.24,14.7,153.25,38.3,53.2,8.5,63.4,-82.5,59.1,17.54,143.6,73,0,0,0,0,0,0
2025-01-29 12:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9607,60,3928,2.0,0,0,95.95,24.0,66.67,50.0,43.179,91.84,34.58,16.19,7.97,41.13,66.82,105.49,0.299,0.177,1.4,5,0,1.21,0.28,4.52,21.41,56.46,49.78,481,884.8,42.1,426,165,0.432,120.87,19.8,148.99,39.1,34.1,26.8,69.8,-72.4,63.1,14.9,113.9,79,0,0,0,0,0,0
2025-01-29 13:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9505,60,3928,2.0,0,0,107.2,25.42,66.67,60.81,48.24,102.55,28.39,12.79,5.1,32.55,60.54,83.79,0.349,0.255,2.7,1,0,1.75,0.61,4.15,22.23,59.61,52.15,501,895.7,47.4,424,212,0.478,100.74,25.1,128.0,36.8,52.5,10.6,57.9,-76.8,57.0,15.29,62.2,81,0,0,0,0,0,0
2025-01-29 14:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9701,60,3928,2.0,0,0,100.41,25.31,66.67,51.49,43.251,96.18,30.25,14.3,5.25,26.76,59.89,101.18,0.221,0.101,0.4,0,0,1.46,0.0,4.49,18.75,65.84,49.53,505,917.2,42.1,474,177,0.396,111.33,17.7,81.84,24.7,41.6,33.7,55.4,-77.1,61.4,22.65,115.7,76,0,0,0,0,0,0
2025-01-29 15:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.986,60,3928,2.0,0,0,98.22,23.86,66.67,43.31,37.057,94.29,31.89,15.6,4.27,30.74,64.98,122.48,0.0,0.0,0.0,4,0,1.28,0.21,4.35,20.17,49.32,54.17,438,860.2,45.8,353,153,0.281,120.22,15.9,130.18,42.4,28.1,29.5,82.7,-68.0,59.6,19.8,93.3,67,0,0,0,0,0,0
2025-01-29 16:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9485,60,3928,2.0,0,0,82.35,23.34,66.67,51.2,25.127,78.53,31.92,14.19,3.88,35.38,58.04,105.08,0.668,0.299,5.6,0,0,1.83,0.79,3.84,22.42,65.78,49.73,454,916.9,46.4,398,113,0.432,118.67,10.6,122.46,28.4,42.3,29.3,53.6,-73.5,59.0,21.99,65.3,54,0,0,0,0,0,0
2025-01-29 17:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.982,60,3928,2.0,0,0,91.6,22.97,66.67,52.11,24.585,87.82,35.86,16.33,4.72,33.59,73.52,122.44,0.138,0.06,0.8,4,0,1.37,0.08,4.68,20.67,50.85,47.51,430,865.4,40.8,291,107,0.24,120.45,9.8,132.91,38.8,47.9,13.3,65.7,-71.1,54.4,24.51,116.2,47,0,0,0,0,0,0
2025-01-29 18:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9495,60,3928,2.0,0,0,94.64,19.72,66.67,51.54,21.527,90.26,35.41,16.03,3.17,43.29,74.65,114.35,0.653,0.353,3.9,10,0,1.27,0.67,4.36,20.03,56.28,46.42,451,884.2,46.9,275,100,0.304,117.07,11.3,136.38,40.2,40.4,19.4,52.9,-77.8,60.5,19.75,83.8,40,0,0,0,0,0,0
2025-01-29 19:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9609,60,3928,2.0,0,0,93.77,23.79,66.67,57.59,17.287,89.76,33.0,15.06,2.01,36.29,68.73,111.38,0.284,0.27,1.6,0,0,1.71,0.04,4.48,24.94,58.83,54.35,369,893.0,45.8,243,84,0.241,120.3,9.7,150.42,30.0,50.9,19.1,62.9,-81.1,56.7,13.49,109.6,32,0,0,0,0,0,0
2025-01-29 20:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9696,60,3928,2.0,0,0,78.24,24.67,66.67,52.45,11.054,74.89,29.52,13.7,3.72,26.97,54.63,92.5,0.305,0.239,2.5,1,0,1.55,0.0,4.74,25.44,56.21,55.03,511,883.9,43.1,181,62,0.129,98.4,5.3,108.88,39.5,35.3,25.2,51.7,-81.1,53.8,17.03,90.3,25,0,0,0,0,0,0
2025-01-29 21:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9792,60,3928,2.0,0,0,87.39,26.19,66.67,58.03,8.77,83.61,32.27,14.47,2.14,29.64,68.0,111.78,0.336,0.166,2.0,2,0,1.3,0.0,4.43,18.68,63.2,43.82,440,908.0,42.7,115,40,0.085,127.27,3.4,131.77,36.5,41.5,22.0,58.0,-69.0,51.7,18.47,125.2,17,0,0,0,0,0,0
2025-01-29 22:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9651,60,3928,2.0,0,0,81.14,21.3,66.67,53.25,5.165,77.56,35.55,16.7,1.98,27.74,71.57,122.02,0.431,0.302,3.7,0,0,1.79,0.29,4.56,20.96,59.14,48.77,468,894.0,44.6,75,24,0.094,140.14,2.5,156.61,28.1,42.3,29.5,62.6,-73.8,51.8,19.17,103.8,11,0,0,0,0,0,0
2025-01-29 23:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9824,60,3928,2.0,0,0,86.36,23.74,66.67,50.93,15.917,82.78,33.84,14.9,3.62,31.2,68.37,113.91,0.156,0.074,0.5,0,0,1.34,0.0,4.76,26.14,66.63,51.74,460,919.9,43.1,193,82,0.205,112.83,8.5,112.03,29.3,52.4,18.3,72.1,-68.4,57.2,14.88,80.6,32,0,0,0,0,0,0
2025-01-30 00:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9829,60,3928,2.0,0,0,80.36,23.62,66.67,52.5,14.809,76.98,38.75,16.82,1.49,35.77,74.17,119.22,0.216,0.124,0.9,0,0,1.28,0.07,4.59,25.89,68.56,52.67,367,926.5,46.1,190,63,0.094,141.81,6.2,142.67,39.7,33.1,27.2,58.3,-72.9,66.6,16.27,74.7,32,0,0,0,0,0,0
2025-01-30 01:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9744,60,3928,2.0,0,0,80.89,22.34,66.67,59.41,14.907,77.48,26.11,12.03,2.63,28.8,50.42,87.86,0.223,0.165,0.0,0,0,1.31,0.07,4.47,25.63,62.84,50.34,368,906.8,44.2,165,84,0.182,105.73,7.6,61.33,34.5,32.9,32.5,67.3,-76.2,69.5,18.27,97.1,32,0,0,0,0,0,0
2025-01-30 02:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.958,60,3928,2.0,0,0,85.29,24.95,66.67,43.65,15.717,81.27,31.64,14.11,3.36,34.89,63.66,119.43,0.747,0.309,2.7,7,0,1.72,0.94,3.74,24.87,61.35,51.09,527,901.6,45.6,202,70,0.222,110.72,6.0,122.01,33.1,45.0,21.9,60.9,-79.3,58.4,17.85,130.7,32,0,0,0,0,0,0
2025-01-30 03:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9619,60,3928,2.0,0,0,85.44,21.77,66.67,56.5,15.743,81.65,32.34,14.82,2.18,30.97,62.29,96.96,0.45,0.277,2.3,0,0,1.56,0.05,4.34,21.64,55.47,50.48,449,881.4,45.6,211,61,0.209,117.76,5.3,100.56,28.3,40.4,31.3,70.5,-71.1,59.5,26.57,100.3,32,0,0,0,0,0,0
2025-01-30 04:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9813,60,3928,2.0,0,0,82.99,23.76,66.67,50.62,15.291,79.55,34.03,15.19,3.28,26.12,67.99,112.69,0.152,0.102,1.5,0,0,1.22,0.0,4.74,23.52,55.51,51.48,396,881.5,41.7,235,72,0.17,88.48,8.2,132.55,34.6,53.3,12.0,52.0,-73.0,55.1,19.51,107.2,32,0,0,0,0,0,0
2025-01-30 05:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9765,60,3928,2.0,0,0,86.38,20.43,66.67,59.19,15.914,82.64,38.25,17.77,3.99,32.92,74.43,117.68,0.347,0.156,1.3,0,0,1.66,0.24,4.36,25.61,58.45,45.18,410,891.6,42.0,232,83,0.159,127.92,6.9,183.89,33.5,37.5,28.9,56.5,-69.6,65.2,16.75,119.3,32,0,0,0,0,0,0
2025-01-30 06:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.963,60,3928,2.0,0,0,80.73,20.65,66.67,57.78,18.346,77.19,35.06,15.18,3.86,27.96,70.93,107.92,0.402,0.25,4.6,2,0,1.4,0.44,4.29,24.54,65.82,47.83,491,917.1,42.5,261,86,0.239,156.27,8.2,129.27,45.4,26.2,28.4,69.6,-55.7,64.7,23.7,76.8,40,0,0,0,0,0,0
2025-01-30 07:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9749,60,3928,2.0,0,0,96.54,24.95,66.67,49.68,25.885,92.37,33.19,14.83,2.17,32.3,65.95,114.57,0.337,0.159,2.9,0,0,1.77,0.24,4.54,19.54,57.34,48.19,385,887.8,45.1,291,113,0.186,111.82,9.2,156.29,41.4,39.5,19.1,62.6,-82.5,65.3,22.02,113.9,47,0,0,0,0,0,0
2025-01-30 08:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9768,60,3928,2.0,0,0,89.49,23.55,66.67,52.07,27.276,85.9,43.2,20.03,7.16,39.91,88.2,159.83,0.019,0.084,0.9,0,0,1.25,0.1,4.71,25.05,64.78,47.74,428,913.5,45.7,363,108,0.297,137.33,9.4,200.81,40.0,31.0,29.1,64.4,-83.0,62.9,22.71,88.6,54,0,0,0,0,0,0
2025-01-30 09:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9699,60,3928,2.0,0,0,86.85,22.59,66.67,55.93,25.53,83.11,39.55,17.76,5.21,25.75,80.81,125.25,0.322,0.151,1.9,0,0,1.34,0.43,4.87,24.64,57.09,50.84,414,887.0,43.2,349,96,0.299,123.08,9.2,162.4,33.7,47.8,18.4,57.6,-81.3,60.4,24.36,79.2,52,0,0,0,0,0,0
2025-01-30 10:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9732,60,3928,2.0,0,0,95.13,22.68,66.67,56.61,34.093,90.98,41.75,19.43,6.09,33.44,88.04,132.16,0.376,0.126,1.5,3,0,1.24,0.81,4.6,16.92,63.34,46.91,407,908.5,45.3,337,153,0.284,149.51,18.1,134.64,32.3,44.7,22.9,44.5,-74.0,56.1,19.67,123.1,63,0,0,0,0,0,0
2025-01-30 11:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9572,60,3928,2.0,0,0,95.77,21.26,66.67,52.28,39.66,91.47,26.55,11.84,5.13,32.84,50.74,86.27,0.511,0.254,0.4,0,0,1.82,0.24,3.92,21.99,59.05,44.55,383,893.7,45.8,515,180,0.348,117.7,15.4,67.78,38.3,33.3,28.4,64.7,-76.6,59.1,16.06,108.4,73,0,0,0,0,0,0
2025-01-30 12:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9697,60,3928,2.0,0,0,108.77,25.8,66.67,58.57,48.868,104.02,23.72,10.54,3.62,23.86,49.6,75.47,0.388,0.124,1.6,2,0,1.8,0.34,4.62,29.36,68.04,53.67,454,924.7,44.8,572,191,0.359,95.54,21.4,80.03,43.7,26.3,29.9,47.7,-69.8,60.7,20.15,109.8,79,0,0,0,0,0,0
2025-01-30 13:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9577,60,3928,2.0,0,0,96.64,22.5,66.67,55.42,43.487,92.28,28.77,13.3,5.27,29.83,58.67,91.77,0.529,0.226,2.5,0,0,1.49,0.23,3.92,22.94,62.17,58.34,447,904.5,42.7,476,185,0.392,117.84,15.0,118.92,42.0,38.4,19.7,74.9,-79.6,64.1,14.46,125.9,80,0,0,0,0,0,0
2025-01-30 14:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9714,60,3928,2.0,0,0,97.62,22.28,66.67,55.5,41.98,93.67,38.4,17.39,9.89,33.71,80.93,131.02,0.042,0.062,1.0,0,0,1.71,0.0,4.34,21.67,49.76,44.43,389,861.7,42.8,475,174,0.447,134.74,16.1,172.33,24.4,16.5,59.1,72.9,-74.3,59.6,21.7,144.8,76,0,0,0,0,0,0
2025-01-30 15:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9545,60,3928,2.0,0,0,96.21,28.88,66.67,54.09,36.238,91.98,32.86,15.02,6.88,30.04,65.67,112.0,0.411,0.274,2.0,8,0,1.74,0.43,4.4,22.39,67.38,54.17,350,922.5,47.4,375,166,0.362,109.25,15.5,147.87,27.6,43.9,28.5,53.6,-74.7,53.7,12.48,84.5,66,0,0,0,0,0,0
2025-01-30 16:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.984,60,3928,2.0,0,0,92.48,24.71,66.67,53.33,28.17,88.68,39.56,16.87,4.91,38.21,84.71,137.59,0.113,0.025,0.1,0,0,1.32,0.2,4.51,29.39,56.99,46.41,492,886.6,40.7,384,103,0.271,142.98,8.9,158.76,38.6,33.0,28.4,65.9,-84.7,62.1,17.56,125.7,54,0,0,0,0,0,0
2025-01-30 17:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9649,60,3928,2.0,0,0,92.07,22.76,66.67,57.98,24.669,88.08,29.61,13.29,2.83,40.03,53.82,92.62,0.342,0.189,1.4,0,0,1.36,0.11,4.74,25.65,61.1,46.1,425,900.8,45.2,274,113,0.324,103.58,13.1,86.92,40.1,33.7,26.2,51.9,-77.3,50.8,19.25,124.6,47,0,0,0,0,0,0
2025-01-30 18:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9652,60,3928,2.0,0,0,84.65,24.22,66.67,57.09,19.223,81.09,34.28,14.53,3.85,33.57,69.47,113.84,0.221,0.193,2.6,13,0,1.57,0.03,5.0,25.69,53.62,54.47,490,875.0,42.3,204,94,0.311,118.03,8.5,160.96,39.0,50.0,11.0,73.9,-73.4,58.4,31.09,143.5,40,0,0,0,0,0,0
2025-01-30 19:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9766,60,3928,2.0,0,0,82.06,23.79,66.67,46.09,15.104,78.6,35.73,16.44,2.27,35.93,72.8,110.56,0.233,0.142,0.2,0,0,1.23,0.0,4.54,17.63,57.08,55.21,395,886.9,47.6,208,83,0.185,138.36,6.9,110.02,36.4,52.7,10.9,49.6,-81.1,59.4,18.13,105.0,32,0,0,0,0,0,0
2025-01-30 20:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9533,60,3928,2.0,0,0,85.56,21.16,66.67,51.88,12.067,81.71,32.36,14.74,1.88,36.64,62.06,94.38,0.518,0.312,1.9,7,0,1.53,0.52,3.64,25.47,63.11,47.86,351,907.7,44.9,177,47,0.311,105.32,4.7,94.28,26.2,34.9,38.8,77.7,-70.9,62.8,22.69,130.0,25,0,0,0,0,0,0
2025-01-30 21:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9644,60,3928,2.0,0,0,80.61,22.97,66.67,44.91,8.077,76.99,31.29,13.92,0.92,28.48,65.18,134.47,0.509,0.321,3.9,0,0,1.65,0.66,4.2,22.28,56.25,49.97,431,884.1,44.7,112,45,0.071,111.71,4.2,156.84,24.4,54.1,21.5,54.2,-70.7,62.7,25.39,112.5,17,0,0,0,0,0,0
2025-01-30 22:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9644,60,3928,2.0,0,0,80.14,20.44,66.67,54.56,5.092,76.57,34.8,15.98,0.2,34.32,67.75,91.86,0.469,0.285,1.6,3,0,1.77,0.21,4.13,20.54,68.36,47.55,476,925.8,42.4,73,22,0.142,106.14,2.1,97.0,37.6,28.6,33.8,56.6,-64.5,57.6,22.6,77.7,11,0,0,0,0,0,0
2025-01-30 23:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9651,60,3928,2.0,0,0,91.23,19.65,66.67,52.05,16.787,87.2,36.83,17.13,4.14,28.39,71.61,125.78,0.439,0.257,0.4,0,0,1.62,0.47,4.78,20.9,67.63,51.65,404,923.3,39.7,242,74,0.184,134.85,6.0,167.87,31.1,43.0,25.9,45.0,-75.0,70.1,22.62,111.0,32,0,0,0,0,0,0
2025-01-31 00:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9696,60,3928,2.0,0,0,90.08,21.75,66.67,55.49,16.574,86.23,28.85,12.9,2.29,23.93,55.04,82.81,0.291,0.21,2.7,0,0,1.57,0.0,4.42,24.23,64.27,47.07,442,911.7,44.7,169,69,0.188,110.08,7.4,66.68,28.8,28.0,43.2,73.4,-77.8,61.9,21.7,110.8,32,0,0,0,0,0,0
2025-01-31 01:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9624,60,3928,2.0,0,0,83.04,22.45,66.67,63.82,15.277,79.34,35.77,15.54,3.52,34.67,67.61,123.2,0.47,0.218,2.9,0,0,1.27,0.31,4.53,26.46,60.9,52.25,512,900.1,44.8,190,89,0.315,128.26,7.7,140.1,33.8,41.5,24.7,65.1,-77.3,55.1,11.71,106.8,32,0,0,0,0,0,0
2025-01-31 02:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9709,60,3928,2.0,0,0,81.61,21.61,66.67,45.92,15.014,77.91,34.53,15.48,2.65,34.98,66.71,97.39,0.56,0.231,3.7,10,0,1.39,0.42,3.81,25.56,59.88,49.31,457,896.6,44.1,166,66,0.121,132.24,6.7,113.32,35.3,40.2,24.5,63.0,-75.8,61.8,16.69,60.3,32,0,0,0,0,0,0
2025-01-31 03:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9692,60,3928,2.0,0,0,83.69,22.03,66.67,57.87,15.395,80.08,29.56,12.68,2.98,30.41,61.63,102.7,0.332,0.175,0.5,0,0,1.35,0.32,4.59,26.81,70.69,51.13,331,933.9,44.9,239,77,0.266,115.15,7.6,142.13,31.4,22.3,46.3,70.3,-71.1,56.8,30.23,87.6,32,0,0,0,0,0,0
2025-01-31 04:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9709,60,3928,2.0,0,0,84.66,22.84,66.67,55.48,15.572,81.04,36.43,17.54,4.12,30.46,71.48,113.95,0.279,0.166,1.4,0,0,1.09,0.47,4.21,23.66,63.07,45.29,431,907.6,45.2,241,73,0.25,145.08,6.1,126.29,32.3,41.7,26.0,63.7,-74.9,59.2,16.18,90.5,32,0,0,0,0,0,0
2025-01-31 05:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9713,60,3928,2.0,0,0,87.57,22.15,66.67,56.08,16.107,83.73,44.36,19.18,5.5,36.66,89.05,140.47,0.4,0.181,1.1,0,0,1.32,0.29,4.04,21.7,54.83,52.96,487,879.1,41.8,232,70,0.212,143.34,8.0,204.67,38.7,33.4,27.9,59.2,-65.7,56.8,17.79,115.8,32,0,0,0,0,0,0
2025-01-31 06:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9718,60,3928,2.0,0,0,91.95,22.88,66.67,55.87,20.862,88.09,43.45,19.12,5.05,33.77,87.93,145.95,0.204,0.118,0.8,0,0,1.57,0.07,3.99,20.47,65.17,48.36,459,914.8,41.8,299,73,0.328,156.27,7.7,187.59,29.0,40.1,30.9,55.7,-78.0,64.4,18.13,82.3,40,0,0,0,0,0,0
2025-01-31 07:00:00,1,CT4-0001,Cell Tower 4G,Northeast,4G-LTE-20.1.0,99.9693,60,3928,2.0,0,0,95.02,19.35,66.67,53.2,25.435,90.88,22.48,10.49,2.17,19.8,50.09,55.09,0.366,0.138,1.7,0,0,1.39,0.28,4.35,24.71,63.63,49.38,519,909.5,46.6,325,125,0.338,84.04,13.7,89.21,31.7,30.0,38.4,67.4,-70.1,61.6,19.6,81.1,47,0,0,0,0,0,0
